Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,Maelstrom II,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,5,Audible Audio,2016,2025-09-04,,,B01JTEXUZE
,,Death and the Senator,currently-reading audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.5,Audible Audio,2016,2025-09-04,,,B01JQNOKBQ
,,Cosmic Casanova,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.8,Audible Audio,2016,2025-09-04,,,B01JP8PSBS
,,The Deep Range,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.3,Audible Audio,2016,2025-09-04,,,B01JQLHRWC
,,Armaments Race,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,3.5,Audible Audio,2016,2025-09-04,,,B01JPA1IQ0
,,A Walk in the Dark,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,5,Audible Audio,2016,2025-09-04,,,B01K0L4ZBI
,,Into the Comet,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.5,Audible Audio,2016,2025-09-04,,,B01JQME1E8
,,Hide-and-Seek,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.8,Audible Audio,2016,2025-09-04,,,B01K0J6U2M
,,Out of the Sun,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.9,Audible Audio,2016,2025-09-04,,,B01JPBL706
,,Who's There?,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.9,Audible Audio,2016,2025-09-04,,,B01JP98QCA
,,All the Time in the World,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.8,Audible Audio,2016,2025-09-04,,,B01JP6HB3I
,,Saturn Rising,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.7,Audible Audio,2016,2025-09-04,,,B01JQMYXKU
,,The Food of the Gods,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.4,Audible Audio,2016,2025-09-04,,,B01JTFWLM6
,,History Lesson,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.4,Audible Audio,2016,2025-09-04,,,B01K0DX24M
,,Superiority,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.4,Audible Audio,2016,2025-09-04,,,B01K5RQ80I
,,Dog Star,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.5,Audible Audio,2016,2025-09-04,,,B01JTEE422
,,Rescue Party,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.6,Audible Audio,2016,2025-09-04,,,B01JY5LRAS
,,The Last Command,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.6,Audible Audio,2016,2025-09-04,,,B01JTGMSCS
,,Time's Arrow,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Arthur C. Clarke,Audible Studios,,4.2,Audible Audio,2016,2025-09-04,,,B01K0KKHKM
,,The Werewolf's 15 Minutes,read audible audiobook audible-plus literature-and-fiction horror,Jonathan Maberry,Audible Originals,,4.5,Audible Audio,2021,2025-09-04,,,B09F1BW9Y2
,,Feedback,read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Dennis E. Taylor,Audible Originals,,4.5,Audible Audio,2020,2025-09-04,,,B08LF1Y476
,,"Aeon Rising: The Apocalypse Begins (Aeon, Book 1)",to-read audible audiobook audible-plus mystery-thriller-and-suspense thriller-and-suspense,Matthew Mather,Recorded Books,,4.2,Audible Audio,2022,2025-09-04,,,B09WJQ61JL
,,The Last Reaper,to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,JN Chaney,Podium Audio,,4.4,Audible Audio,2019,2025-09-04,,,1772309516
,,"Bewilderness, Part Three: Destroyer of Worlds",to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Jonathan Maberry,Audible Originals,,4.5,Audible Audio,2021,2025-09-04,,,B08V23BVWP
,,"Bewilderness, Part Two: What Rough Beast",to-read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,Jonathan Maberry,Audible Originals,,4.4,Audible Audio,2021,2025-09-04,,,B08Q1RDF98
,,Tails of Wonder and Imagination,to-read audible audiobook audible-plus science-fiction-and-fantasy fantasy,Stephen King,Audible Studios,,3.9,Audible Audio,2013,2025-09-04,,,B00F4F4W14
,,Dark Screams: Volume One,to-read audible audiobook audible-plus literature-and-fiction anthologies-and-short-stories,Kelley Armstrong,Tantor Audio,,4.1,Audible Audio,2014,2025-09-04,,,B00QUC2ISE
,,Tell No One,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,Harlan Coben,"Recorded Books ",,4.3,Audible Audio,2012,2025-09-04,,,B0077ROVPO
,,"Holy Ghost: Virgil Flowers, Book 11",read audible audiobook audible-plus mystery-thriller-and-suspense mystery,John Sandford,W. F. Howes Ltd,,4.6,Audible Audio,2018,2025-09-04,,,1528818741
,,Shadow Prey,read audible audiobook audible-plus mystery-thriller-and-suspense crime-fiction,John Sandford,Recorded Books,,4.2,Audible Audio,2012,2025-09-04,,,B0088Q0GP2
,,"Eyes of Prey: The Lucas Davenport Series, Book 3",read audible audiobook audible-plus mystery-thriller-and-suspense crime-fiction,John Sandford,Recorded Books,,4.5,Audible Audio,2012,2025-09-04,,,B007SP1YR8
,,"Silent Prey: Lucas Davenport, Book 4",read audible audiobook audible-plus mystery-thriller-and-suspense crime-fiction,John Sandford,Recorded Books,,4.5,Audible Audio,2012,2025-09-04,,,B007SP3FQ6
,,Rules of Prey: A Lucas Davenport Novel,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,John Sandford,Recorded Books,,4.4,Audible Audio,2006,2025-09-04,,,B002V0PYYY
,,Winter Prey,read audible audiobook audible-plus literature-and-fiction genre-fiction,John Sandford,"Recorded Books ",,4.5,Audible Audio,2012,2025-09-04,,,B007SNCSRA
,,METAtropolis,to-read audible audiobook audible-plus literature-and-fiction anthologies-and-short-stories,Jay Lake,Audible Studios,,3.8,Audible Audio,2008,2025-09-04,,,B002UZNIHK
,,Constituent Service: A Third District Story,read audible audiobook audible-plus science-fiction-and-fantasy science-fiction,John Scalzi,Audible Originals,,4.6,Audible Audio,2024,2025-09-04,,,B0DH9G4XSV
,,The Book of Lost Things,read audible audiobook audible-plus literature-and-fiction genre-fiction,John Connolly,Recorded Books,,4.4,Audible Audio,2008,2025-09-04,,,B002V0KER6
,,All That Remains: A Scarpetta Novel,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,Patricia Cornwell,Recorded Books,,4.5,Audible Audio,2011,2025-09-04,,,B004RQ6OXK
,,Postmortem: A Scarpetta Novel,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,Patricia Cornwell,"Recorded Books ",,4.3,Audible Audio,2011,2025-09-04,,,B004QYDP7Q
,,Cruel and Unusual,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,Patricia Cornwell,Recorded Books,,4.6,Audible Audio,2011,2025-09-04,,,B004QYFMJA
,,Unnatural Exposure,read audible audiobook audible-plus literature-and-fiction genre-fiction,Patricia Cornwell,Recorded Books,,4.4,Audible Audio,2004,2025-09-04,,,B002V8HMO6
,,Cause of Death,read audible audiobook audible-plus literature-and-fiction genre-fiction,Patricia Cornwell,Recorded Books,,4.3,Audible Audio,2004,2025-09-04,,,B002VA8M2K
,,Body of Evidence: A Scarpetta Novel,read audible audiobook audible-plus mystery-thriller-and-suspense mystery,Patricia Cornwell,Recorded Books,,4.4,Audible Audio,2011,2025-09-04,,,B004QY6N20
,,"The Children of Eve: A Thriller: Charlie Parker, Book 22",read audible audiobook mystery-thriller-and-suspense mystery,John Connolly,Simon & Schuster Audio,,4.6,Audible Audio,2025,2025-09-04,,,B0DLCT65B1
,,My Next Breath: A Memoir,read audible audiobook biographies-and-memoirs adventurers-explorers-and-survival,Jeremy Renner,Macmillan Audio,,4.9,Audible Audio,2025,2025-09-04,,,B0DHYCVNSP
,,Thunderstruck,to-read audible audiobook biographies-and-memoirs professionals-and-academics,Erik Larson,Random House Audio,,4.1,Audible Audio,2006,2025-09-04,,,B002V8MKHA
,,Extinction Series: The Complete Collection,to-read audible audiobook science-fiction-and-fantasy science-fiction,James D. Prescott,James D. Prescott,,4.3,Audible Audio,2019,2025-09-04,,,B07T3DC2DN
,,Agent to the Stars,read audible audiobook science-fiction-and-fantasy fantasy,John Scalzi,Audible Studios,,4.4,Audible Audio,2010,2025-09-04,,,B004DR2CNE
,,When the Going Was Good: An Editor's Adventures During the Last Golden Age of Magazines,read audible audiobook biographies-and-memoirs art-and-literature,Graydon Carter,Penguin Audio,,4.6,Audible Audio,2025,2025-09-04,,,B0DGQWFG9G
,,"Dark Rising: The Shepherds, Book 4",read audible audiobook literature-and-fiction genre-fiction,Brian Andrews,Blackstone Publishing,,4.8,Audible Audio,2025,2025-09-04,,,B0DFDLZDF1
,,Strangers in Time: A World War 2 Novel,to-read audible audiobook literature-and-fiction genre-fiction,David Baldacci,Grand Central Publishing,,4.6,Audible Audio,2025,2025-09-04,,,B0DD91CC6F
,,Season of Death: A Barker & Llewelyn Novel,read audible audiobook mystery-thriller-and-suspense mystery,Will Thomas,Macmillan Audio,,4.7,Audible Audio,2025,2025-09-04,,,B0D36355GP
,,"Onyx Storm: Empyrean, Book 3",read audible audiobook romance fantasy,Rebecca Yarros,Recorded Books,,4.7,Audible Audio,2025,2025-09-04,,,B0CZFKLZ9M
,,"Iron Flame: Empyrean, Book 2",read audible audiobook science-fiction-and-fantasy fantasy,Rebecca Yarros,Recorded Books,,4.8,Audible Audio,2023,2025-09-04,,,B0C9V5SLQQ
,,Witness 8: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Steve Cavanagh,Simon & Schuster Audio,,4.5,Audible Audio,2025,2025-09-04,,,B0D688P3ZP
,,"Lethal Prey: A Prey Novel, Book 35",read audible audiobook mystery-thriller-and-suspense mystery,John Sandford,Penguin Audio,,4.2,Audible Audio,2025,2025-09-04,,,B0DGQWHDR8
,,Nobody's Fool,read audible audiobook mystery-thriller-and-suspense mystery,Harlan Coben,Grand Central Publishing,,4.4,Audible Audio,2025,2025-09-04,,,B0DHDBT1M6
,,When the Moon Hits Your Eye,read audible audiobook science-fiction-and-fantasy science-fiction,John Scalzi,Audible Studios,,4.2,Audible Audio,2025,2025-09-04,,,B0DFMY94G6
,,"Midnight Black: Gray Man, Book 14",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.8,Audible Audio,2025,2025-09-04,,,B0DJFY1GZ6
,,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,read audible audiobook biographies-and-memoirs art-and-literature,David Foster Wallace,Hachette Audio,,4.3,Audible Audio,2012,2025-09-04,,,B006ZBAUD0
,,Consider the Lobster: And Other Essays,read audible audiobook literature-and-fiction essays,David Foster Wallace,Hachette Audio,,4.5,Audible Audio,2017,2025-09-04,,,B075RDRWT8
,,Everything and More: A Compact History of Infinity,currently-reading audible audiobook science-and-engineering mathematics,David Foster Wallace,Random House Audio,,4.4,Audible Audio,2021,2025-09-04,,,0593460472
,,You Like It Darker: Stories,read audible audiobook literature-and-fiction anthologies-and-short-stories,Stephen King,Simon & Schuster Audio,,4.6,Audible Audio,2024,2025-09-04,,,B0CMF7YJL9
,,Mickey7: A Novel,read audible audiobook science-fiction-and-fantasy science-fiction,Edward Ashton,Macmillan Audio,,4.3,Audible Audio,2022,2025-09-04,,,1250839610
,,"Burn to Shine: A Joe Ledger and Rogue Team International Novel, Book 4",read audible audiobook literature-and-fiction action-and-adventure,Jonathan Maberry,Macmillan Audio,,4.8,Audible Audio,2025,2025-09-04,,,B0D489CH51
,,"Black Tunnel White Magic: A Murder, a Detective's Obsession, and '90s Los Angeles at the Brink",read audible audiobook biographies-and-memoirs true-crime,Rick Jackson,Mulholland Books,,4.2,Audible Audio,2025,2025-09-04,,,B0D9HPVGP8
,,"Untouchable: Joe DeMarco, Book 18",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mike Lawson,Simon & Schuster Audio,,4.8,Audible Audio,2025,2025-09-04,,,B0DQ5Z68CV
,,"Battle Mountain: Joe Pickett, Book 25",read audible audiobook mystery-thriller-and-suspense crime-fiction,C.J. Box,Recorded Books,,4.7,Audible Audio,2025,2025-09-04,,,B0D81GC7YT
,,Bronshtein in the Bronx,currently-reading audible audiobook literature-and-fiction genre-fiction,Robert Littell,Recorded Books,,4.5,Audible Audio,2025,2025-09-04,,,B0DLX2KLFV
,,The Debriefing,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Robert Littell,Tantor Media,,4.5,Audible Audio,2025,2025-09-04,,,B0DXN7MKVJ
,,Cloud Cuckoo Land: A Novel,currently-reading audible audiobook literature-and-fiction genre-fiction,Anthony Doerr,Simon & Schuster Audio,,4.6,Audible Audio,2021,2025-09-04,,,1797128531
,,Playground: A Novel,to-read audible audiobook literature-and-fiction genre-fiction,Richard Powers,Spotify Audiobooks,,4.6,Audible Audio,2024,2025-09-04,,,B0D3WKKT9B
,,At All Costs,read audible audiobook literature-and-fiction action-and-adventure,John Gilstrap,Tantor Media,,4.7,Audible Audio,2025,2025-09-04,,,B0DVWC24C4
,,"This Inevitable Ruin: Dungeon Crawler Carl, Book 7",read audible audiobook literature-and-fiction genre-fiction,Matt Dinniman,Audible Studios,,4.9,Audible Audio,2025,2025-09-04,,,B0DK282SYV
,,"Nemesis: An Orphan X Novel, Volume 10",read audible audiobook literature-and-fiction action-and-adventure,Gregg Hurwitz,Macmillan Audio,,4.6,Audible Audio,2025,2025-09-04,,,B0D488X977
,,Dark Vector: A David Slaton and Tru Miller Novel,read audible audiobook literature-and-fiction action-and-adventure,Ward Larsen,Macmillan Audio,,4.7,Audible Audio,2025,2025-09-04,,,B0D2YF8CFS
,,"Columbus Day: Expeditionary Force, Book 1",currently-reading audible audiobook audible-plus science-fiction-and-fantasy fantasy,Craig Alanson,Podium Audio,,4.7,Audible Audio,2016,2025-09-04,,,B01N48VJFJ
,,"Fourth Wing: Empyrean, Book 1",read audible audiobook science-fiction-and-fantasy fantasy,Rebecca Yarros,Recorded Books,,4.7,Audible Audio,2023,2025-09-04,,,B0BVD25SYT
,,The Singularity Is Nearer: When We Merge with AI,read audible audiobook computers-and-technology computer-science,Ray Kurzweil,Penguin Audio,,4.4,Audible Audio,2024,2025-09-04,,,0593148916
,,2054: A Novel,read audible audiobook literature-and-fiction genre-fiction,Elliot Ackerman,Penguin Audio,,3.8,Audible Audio,2024,2025-09-04,,,B0CB98TDF5
,,Ella: A Joe DeMarco Novella,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mike Lawson,Simon & Schuster Audio,,4.2,Audible Audio,2025,2025-09-04,,,B0DP5H3KCG
,,On the Beach,read audible audiobook audible-plus literature-and-fiction classics,Nevil Shute,"Recorded Books ",,4.4,Audible Audio,2011,2025-09-04,,,B005WXO484
,,Earth Abides,read audible audiobook literature-and-fiction genre-fiction,George R. Stewart,Mariner Books,,4.4,Audible Audio,2020,2025-09-04,,,0358447895
,,November Road: A Novel,read audible audiobook literature-and-fiction genre-fiction,Lou Berney,HarperAudio,,4.4,Audible Audio,2018,2025-09-04,,,B07DWD88C8
,,"The Big Empty: Elvis Cole/Joe Pike, Book 20",read audible audiobook mystery-thriller-and-suspense crime-fiction,Robert Crais,Brilliance Audio,,4.6,Audible Audio,2025,2025-09-04,,,B0D6RZXSZB
,,Pro Bono,read audible audiobook mystery-thriller-and-suspense mystery,Thomas Perry,Highbridge Audio,,4.1,Audible Audio,2025,2025-09-04,,,B0DRDTHBMG
,,"Kill for Me, Kill for You: A Novel",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Steve Cavanagh,Simon & Schuster Audio,,4.4,Audible Audio,2024,2025-09-04,,,B0C94VGMMV
,,The City and Its Uncertain Walls: A Novel,read audible audiobook literature-and-fiction genre-fiction,Haruki Murakami,Random House Audio,,4.3,Audible Audio,2024,2025-09-04,,,B0CWWDR4PK
,,The Year of the Locust: A Thriller,read audible audiobook literature-and-fiction genre-fiction,Terry Hayes,Simon & Schuster Audio,,3.9,Audible Audio,2024,2025-09-04,,,B0CCB5MKYV
,,"Deep Fury: The Cordell Logan Mysteries, Book 7",read audible audiobook mystery-thriller-and-suspense mystery,David Freed,Blackstone Publishing,,4.7,Audible Audio,2024,2025-09-04,,,B0CYDZLFBF
,,Bellevue,read audible audiobook literature-and-fiction genre-fiction,Robin Cook,Penguin Audio,,3.7,Audible Audio,2024,2025-09-04,,,B0D1HDSH7H
,,"Scars and Stripes: An Unapologetically American Story of Fighting the Taliban, UFC Warriors, and Myself",read audible audiobook biographies-and-memoirs military-and-war,Tim Kennedy,Simon & Schuster Audio,,4.9,Audible Audio,2022,2025-09-04,,,B09V1PDJQB
,,"Alien: Into Charybdis: A Novel (The Alien™ Series, book 9)",currently-reading audible audiobook audible-plus literature-and-fiction genre-fiction,Alex White,Blackstone Publishing,,4.3,Audible Audio,2021,2025-09-04,,,166505784X
,,"Stuart Woods' Golden Hour: A Teddy Fay Novel, Book 7",read audible audiobook literature-and-fiction action-and-adventure,Brett Battles,Penguin Audio,,4.5,Audible Audio,2024,2025-09-04,,,B0CTS3QNW5
,,"Locked In: A Department Q Novel, Book 10",currently-reading audible audiobook mystery-thriller-and-suspense mystery,Jussi Adler-Olsen,Penguin Audio,,4.7,Audible Audio,2024,2025-09-04,,,B0D1HCMB1V
,,"Tom Clancy Defense Protocol: Jack Ryan, Book 25",read audible audiobook literature-and-fiction genre-fiction,Brian Andrews,Random House Audio,,4.8,Audible Audio,2024,2025-09-04,,,B0D2JLJ4KV
